--Loading Dataset--
--Finished Loading Dataset--
--Initialized Transcoder--
--Created Dataloader--
--Beginning Training--
         14709571 function calls (14634871 primitive calls) in 189.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:879(ProfilerContextVariable)
        1    0.000    0.000    0.000    0.000 misc.py:799(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 iter.py:265(CountIteratorVariable)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1050(_recomputation_hook)
        1    0.000    0.000    0.000    0.000 device_interface.py:327(Event)
        1    0.000    0.000    0.000    0.000 source.py:630(ListGetItemSource)
        2    0.000    0.000    0.000    0.000 _funcs.py:62(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 polyoptions.py:648(Formal)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 schemas.py:871(AOTAutogradCacheInfo)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:173(AliasOfInputHandler)
        1    0.000    0.000    0.000    0.000 utils.py:2589(OpDtypeRule)
        1    0.000    0.000    0.000    0.000 context.py:257(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 iter.py:243(RepeatIteratorVariable)
        1    0.000    0.000    0.000    0.000 single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1242(_T)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:171(GaussianInteger)
        1    0.000    0.000    0.000    0.000 backends.py:2107(_LazyArgsRepr)
        1    0.000    0.000    0.000    0.000 utils.py:1214(DelayReplaceLine)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:539(Exporter)
        1    0.000    0.000    0.000    0.000 replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 checkpoint_wrapper.py:105(OffloadWrapper)
        1    0.000    0.000    0.000    0.000 source.py:809(SubclassAttrListSource)
        1    0.000    0.000    0.000    0.000 metrics_context.py:51(__init__)
        1    0.000    0.000    0.000    0.000 qs.py:9(SievePolynomial)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 exc.py:203(CondOpArgsMismatchError)
        2    0.000    0.000    0.000    0.000 functools.py:848(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 api.py:276(StateDictConfig)
        1    0.000    0.000    0.000    0.000 domainelement.py:6(DomainElement)
   8788/2    2.032    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 coreviews.py:165(UnionAdjacency)
        1    0.000    0.000    0.000    0.000 io_adapter.py:18(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 single.py:1297(SeparableReduced)
        1    0.000    0.000    0.000    0.000 modules.py:260(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 fancysets.py:139(Naturals0)
        1    0.000    0.000    0.000    0.000 assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:667(LaplaceTransformInversionMethods)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 partitioners.py:157(InvalidNodeBase)
        1    0.000    0.000    0.000    0.000 codecache.py:445(TensorMetadataAndValues)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2199(CheckpointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:101(ReduceScatterState)
        1    0.000    0.000    0.000    0.000 source.py:820(FloatTensorSource)
        1    0.000    0.000    0.000    0.000 metrics_context.py:181(__init__)
        1    0.000    0.000    0.000    0.000 bessel.py:1347(AiryBase)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 characteristiczero.py:7(CharacteristicZero)
        1    0.000    0.000    0.000    0.000 parameters.py:70(evaluate)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2319(_ShapeGuardsHelper)
        1    0.000    0.000    0.000    0.000 tensor.py:1523(DataPtrVariable)
        1    0.000    0.000    0.000    0.000 diophantine.py:1029(GeneralPythagorean)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 polynomials.py:728(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 symbol.py:410(_hashable_content)
        5    0.000    0.000    0.000    0.000 basic.py:324(_hashable_content)
        1    0.000    0.000    0.000    0.000 _adapters.py:141(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:669(update)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 core.py:1374(_experimental_tensor_descriptor)
        2    0.000    0.000    0.000    0.000 rootoftools.py:83(__init__)
        1    0.000    0.000    0.000    0.000 orderings.py:35(LexOrder)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2338(FlexAttentionBackwardHighOrderVariable)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 misc.py:1083(TypingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1288(NullVariable)
        1    0.000    0.000    0.000    0.000 api.py:413(StateDictSettings)
        1    0.000    0.000    0.000    0.000 guards.py:2325(Replacer)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:858(NullContextVariable)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:91(OpNamespace)
        1    0.000    0.000    0.000    0.000 eval_frame.py:784(RunOnlyContext)
        1    0.000    0.000    0.000    0.000 single.py:912(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1475(ConnectionStyleFactory)
        1    0.000    0.000    0.000    0.000 device_interface.py:321(CpuDeviceProperties)
        1    0.000    0.000    0.000    0.000 text.py:40(AsciiUndirectedGlyphs)
        1    0.000    0.000    0.000    0.000 heaps.py:135(_Node)
        1    0.000    0.000    0.000    0.000 _view_ops.py:49(InputDim)
        1    0.000    0.000    0.000    0.000 _fsdp_state.py:39(FSDPStateContext)
        1    0.000    0.000    0.000    0.000 source.py:702(OptimizerSource)
        1    0.000    0.000    0.000    0.000 core.py:1257(tensor_descriptor_base_type)
        1    0.000    0.000    0.000    0.000 single.py:2842(LieGroup)
        1    0.000    0.000    0.000    0.000 magic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kind.py:36(KindMeta)
        1    0.000    0.000    0.000    0.000 kind.py:84(_UndefinedKind)
        1    0.000    0.000    0.000    0.000 decorator.py:101(no_attrs_in_subclass)
        1    0.000    0.000    0.000    0.000 exc.py:105(InvalidBackend)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 utils.py:61(GlobalRelabelThreshold)
        1    0.000    0.000    0.000    0.000 guards.py:2311(Config)
        1    0.000    0.000    0.000    0.000 core.py:283(base_value)
        1    0.000    0.000    0.000    0.000 series.py:1800(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 numbers.py:3308(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 decorators.py:207(_SympifyWrapper)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:73(GraphMatcher)
        1    0.000    0.000    0.000    0.000 utils.py:1015(ValueWithLineMap)
        1    0.000    0.000    0.000    0.000 nn_module.py:1132(UnspecializedBuiltinNNModuleVariable)
        1    0.000    0.000    0.000    0.000 api.py:377(FullOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 _dtypes.py:83(int8)
        1    0.000    0.000    0.000    0.000 single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 factorials.py:17(CombinatorialFunction)
        1    0.000    0.000    0.000    0.000 numbers.py:3142(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 _fully_shard.py:538(_UnshardHandleImpl)
        1    0.000    0.000    0.000    0.000 api.py:389(LocalOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 remote_cache.py:113(RemoteCacheJsonSerde)
        1    0.000    0.000    0.000    0.000 functions.py:763(ContextlibContextManagerLocalGeneratorObjectVariable)
        1    0.000    0.000    0.000    0.000 single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Frac)
        1    0.000    0.000    0.000    0.000 polyoptions.py:728(Method)
        1    0.000    0.000    0.000    0.000 single.py:2387(NthLinearEulerEqHomogeneous)
        1    0.000    0.000    0.000    0.000 ndim_array.py:591(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 _flat_param.py:192(_FlatParameterMeta)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:140(_NotProvided)
        4    0.000    0.000    0.000    0.000 _pytree.py:858(<genexpr>)
        1    0.000    0.000    0.000    0.000 _unix.py:36(UnixFileLock)
        1    0.000    0.000    0.000    0.000 misc.py:1537(RandomClassVariable)
        1    0.000    0.000    0.000    0.000 _fsdp_param_group.py:106(AllReduceState)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:70(DDPMeshInfo)
        1    0.000    0.000    0.000    0.000 pgo.py:129(InferStride)
        1    0.000    0.000    0.000    0.000 functions.py:1690(TracebackVariable)
        1    0.000    0.000    0.000    0.000 functions.py:1453(CollectionsNamedTupleFunction)
        1    0.000    0.000    0.000    0.000 source.py:850(BackwardStateSource)
        1    0.000    0.000    0.000    0.000 series.py:1742(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 multidimensional.py:56(vectorize)
        1    0.000    0.000    0.000    0.000 polyoptions.py:602(Symmetric)
        1    0.000    0.000    0.000    0.000 symbol.py:26(Str)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 cache.py:5(_cache)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:113(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 graphml.py:687(IncrementalElement)
        1    0.000    0.000    0.000    0.000 heaps.py:21(_Item)
        1    0.000    0.000    0.000    0.000 source.py:738(FSDPNNModuleSource)
        1    0.000    0.000    0.000    0.000 driver.py:81(CudaUtils)
        1    0.000    0.000    0.000    0.000 codeprinter.py:31(AssignmentError)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1772(SymbolicContext)
        1    0.000    0.000    0.000    0.000 functions.py:516(CleanDiv)
        4    0.000    0.000    0.000    0.000 std.py:163(colour)
        2    0.000    0.000    0.000    0.000 __init__.py:726(_check_compression)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 cudagraph_utils.py:28(FunctionID)
        1    0.000    0.000    0.000    0.000 errors.py:28(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:59(FSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 eval_frame.py:890(_NullDecorator)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:147(GatherTraceback)
        1    0.000    0.000    0.000    0.000 single.py:2483(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 dispatcher.py:33(RaiseNotImplementedError)
        5    0.000    0.000    0.000    0.000 storage.py:53(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:1047(GMState)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        1    0.000    0.000    0.000    0.000 user_defined.py:124(UserDefinedVariable)
        1    0.000    0.000    0.000    0.000 functional_utils.py:365(FunctionalTensorMetadataEq)
        1    0.000    0.000    0.000    0.000 source.py:841(ShapeEnvSource)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 modules.py:1746(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:9(MathieuBase)
        1    0.000    0.000    0.000    0.000 bessel.py:2180(_besselk)
        1    0.000    0.000    0.000    0.000 polyoptions.py:664(Include)
        1    0.000    0.000    0.000    0.000 sympify.py:27(SympifyError)
        1    0.000    0.000    0.000    0.000 reportviews.py:1195(EdgeView)
        1    0.000    0.000    0.000    0.000 coreviews.py:314(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3039(_polyfilled_function_ids)
        1    0.000    0.000    0.000    0.000 hyper.py:71(TupleParametersBase)
        1    0.000    0.000    0.000    0.000 orderings.py:45(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 polyerrors.py:6(BasePolynomialError)
        1    0.000    0.000    0.000    0.000 pythonmpq.py:122(__bool__)
        1    0.000    0.000    0.000    0.000 usertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:408(YieldValueOp)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:477(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:156(NoopAliasHandler)
        1    0.000    0.000    0.000    0.000 io_adapter.py:520(FlattenOutputWithTreeSpecValidationOutputStep)
        1    0.000    0.000    0.000    0.000 remote_module_template.py:5(get_remote_module_template)
        1    0.000    0.000    0.000    0.000 source.py:744(GlobalStateSource)
        1    0.000    0.000    0.000    0.000 semantic.py:13(IncompatibleTypeErrorImpl)
        1    0.000    0.000    0.000    0.000 _dtypes.py:16(generic)
        1    0.000    0.000    0.000    0.000 single.py:1930(NthOrderReducible)
        1    0.000    0.000    0.000    0.000 output_code.py:245(CompiledFxGraphConstants)
        1    0.000    0.000    0.000    0.000 output_graph.py:1936(LazyProxy)
        1    0.000    0.000    0.000    0.000 orderings.py:242(_ItemGetter)
        1    0.000    0.000    0.000    0.000 text.py:59(UtfDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 exception.py:118(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:141(Param)
        1    0.000    0.000    0.000    0.000 eval_frame.py:453(DynamoTLS)
        1    0.000    0.000    0.000    0.000 source.py:199(WeakRefCallSource)
        1    0.000    0.000    0.000    0.000 single.py:1685(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 polyoptions.py:674(All)
        1    0.000    0.000    0.000    0.000 containers.py:379(TupleKind)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:33(mpnumeric)
        1    0.000    0.000    0.000    0.000 exc.py:141(BackendCompilerFailed)
        1    0.000    0.000    0.000    0.000 utils.py:1011(LineContext)
        1    0.000    0.000    0.000    0.000 _infra.py:268(Invocation)
        1    0.000    0.000    0.000    0.000 core.py:295(base_type)
        1    0.000    0.000    0.000    0.000 transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 dotproduct.py:6(DotProduct)
        1    0.000    0.000    0.000    0.000 modules.py:1005(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 str.py:998(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 boolalg.py:443(__hash__)
        1    0.000    0.000    0.000    0.000 exc.py:198(SideEffectsError)
        1    0.000    0.000    0.000    0.000 codecache.py:3118(CacheEntry)
        1    0.000    0.000    0.000    0.000 _fully_shard.py:525(UnshardHandle)
        1    0.000    0.000    0.000    0.000 checkpoint.py:814(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 types.py:106(ProfilerStartHook)
        1    0.000    0.000    0.000    0.000 single.py:2572(NthLinearEulerEqNonhomogeneousUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 misc.py:840(LambdaVariable)
        1    0.000    0.000    0.000    0.000 _windows.py:53(WindowsFileLock)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2555(AutogradFunctionApplyVariable)
        1    0.000    0.000    0.000    0.000 series.py:2122(GenericDataSeries)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:809(FormulaCollection)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:104(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 polyoptions.py:701(Series)
        1    0.000    0.000    0.000    0.000 mul.py:25(NC_Marker)
        1    0.000    0.000    0.000    0.000 rszeta.py:53(RSCache)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:666(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 torch_function.py:142(GetMethodMode)
        1    0.000    0.000    0.000    0.000 _fsdp_common.py:81(HSDPMeshInfo)
        2    0.000    0.000    0.000    0.000 core.py:2467(_add_scan_docstr)
        1    0.000    0.000    0.000    0.000 compiler.py:343(AsmDict)
        1    0.000    0.000    0.000    0.000 diophantine.py:224(Univariate)
        1    0.000    0.000    0.000    0.000 dense.py:115(MutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 bessel.py:800(hankel1)
        4    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2114(_shape_dispatcher)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:670(EffectTokensWrapper)
        1    0.000    0.000    0.000    0.000 user_defined.py:1389(SourcelessGraphModuleVariable)
        1    0.000    0.000    0.000    0.000 groundtypes.py:21(_GMPYInteger)
        1    0.000    0.000    0.000    0.000 synchronize.py:242(_make_methods)
        1    0.000    0.000    0.000    0.000 utils.py:51(Level)
        1    0.000    0.000    0.000    0.000 io_adapter.py:76(OutputAdaptStep)
        1    0.000    0.000    0.000    0.000 misc.py:1026(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1212(ExportResult)
        1    0.000    0.000    0.000    0.000 series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 rootoftools.py:152(RootOf)
        1    0.000    0.000    0.000    0.000 kind.py:106(_NumberKind)
        1    0.000    0.000    0.000    0.000 kind.py:165(_BooleanKind)
        1    0.000    0.000    0.000    0.000 pstats.py:520(TupleComp)
        1    0.000    0.000    0.000    0.000 single.py:2294(NthLinearConstantCoeffUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:802(CustomFunctionHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:120(Op)
        1    0.000    0.000    0.000    0.000 core.py:627(nv_tma_desc_type)
        1    0.000    0.000    0.000    0.000 driver.py:487(HIPLauncher)
        1    0.000    0.000    0.000    0.000 driver.py:37(GPUDriver)
        3    0.000    0.000    0.000    0.000 core.py:16(exhaust)
        1    0.000    0.000    0.000    0.000 modules.py:1286(SubModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 qs.py:36(FactorBaseElem)
        1    0.000    0.000    0.000    0.000 schemas.py:902(__post_init__)
        1    0.000    0.000    0.000    0.000 io_adapter.py:255(LiftParametersAndBuffersIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 driver.py:508(CudaLauncher)
        1    0.000    0.000    0.000    0.000 transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 modules.py:504(FreeModuleQuotientRing)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 reportviews.py:822(EdgeDataView)
        1    0.000    0.000    0.000    0.000 exc.py:41(MissingOperatorWithoutDecomp)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2472(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 single.py:37(ODEMatchError)
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 digraph.py:22(_CachedPropertyResetterAdjAndSucc)
        1    0.000    0.000    0.000    0.000 misc.py:1409(LoggingLoggerVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:931(DictValuesVariable)
        1    0.000    0.000    0.000    0.000 single.py:2787(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 bessel.py:846(hankel2)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:211(GaussianRational)
        1    0.000    0.000    0.000    0.000 function.py:867(UndefSageHelper)
        1    0.000    0.000    0.000    0.000 ElementTree.py:107(ParseError)
        1    0.000    0.000    0.000    0.000 codecache.py:3030(CacheEntry)
        1    0.000    0.000    0.000    0.000 codecache.py:706(OrderedSetHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:51(NoEnterTorchFunctionMode)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1299(_CachedTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 source.py:732(UnspecializedBuiltinNNModuleSource)
        1    0.000    0.000    0.000    0.000 exc.py:65(TorchDynamoException)
        1    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 diophantine.py:256(Linear)
        1    0.000    0.000    0.000    0.000 exc.py:112(ResetRequired)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 reportviews.py:1382(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 text.py:66(UtfUndirectedGlyphs)
        1    0.000    0.000    0.000    0.000 runtime_wrappers.py:192(IsInputHandler)
        1    0.000    0.000    0.000    0.000 codecache.py:3211(CodeCacheFuture)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:3027(BaseHOPVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:51(Event)
        1    0.000    0.000    0.000    0.000 device_interface.py:47(device)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1098(_checkpoint_hook)
        1    0.000    0.000    0.000    0.000 exc.py:182(ArgsMismatchError)
        1    0.000    0.000    0.000    0.000 typing.py:3375(dataclass_transform)
        1    0.000    0.000    0.000    0.000 digraph.py:60(_CachedPropertyResetterPred)
        1    0.000    0.000    0.000    0.000 autograd_cache.py:395(CompiledForward)
        2    0.000    0.000    0.000    0.000 eval_frame.py:419(nothing)
        1    0.000    0.000    0.000    0.000 single.py:2192(NthLinearConstantCoeffVariationOfParameters)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 modules.py:1847(ModuleEndomorphism)
        1    0.000    0.000    0.000    0.000 groundtypes.py:25(_GMPYRational)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1957(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 io_adapter.py:233(MergeKwargsIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1759(FunctorchHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:3074(InvokeSubgraphHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 fake_pg.py:10(FakeStore)
        1    0.000    0.000    0.000    0.000 source.py:305(ParamBufferSource)
        1    0.000    0.000    0.000    0.000 diophantine.py:695(HomogeneousTernaryQuadraticNormal)
        2    0.000    0.000    0.000    0.000 core.py:47(condition)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:537(FreeModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 utilities.py:7(DotProdSimpState)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:106(HyperbolicFunction)
        1    0.000    0.000    0.000    0.000 exponential.py:212(ExpMeta)
        1    0.000    0.000    0.000    0.000 expr.py:4076(UnevaluatedExpr)
        1    0.000    0.000    0.000    0.000 numbers.py:2751(RationalConstant)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        1    0.000    0.000    0.000    0.000 reportviews.py:876(InEdgeDataView)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:2380(TraceWrappedHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 remote_cache.py:121(RemoteCachePassthroughSerde)
        1    0.000    0.000    0.000    0.000 errors.py:45(CompileTimeAssertionFailure)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:364(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 modules.py:1867(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 polyoptions.py:366(Field)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
        1    0.000    0.000    0.000    0.000 optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 singleton.py:158(Singleton)
        1    0.000    0.000    0.000    0.000 logic.py:365(And)
        1    0.000    0.000    0.000    0.000 graph.py:23(_CachedPropertyResetterAdj)
        1    0.000    0.000    0.000    0.000 torch_function.py:211(__init__)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1164(_VersionWrapper)
        1    0.000    0.000    0.000    0.000 ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 polyerrors.py:30(PolynomialDivisionFailed)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:620(<lambda>)
        1    0.000    0.000    0.000    0.000 _op_schema.py:135(StrategyType)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:120(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 reportviews.py:983(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 exception.py:27(NetworkXException)
        1    0.000    0.000    0.000    0.000 exc.py:63(LoweringException)
        1    0.000    0.000    0.000    0.000 misc.py:491(NewGlobalVariable)
        1    0.000    0.000    0.000    0.000 api.py:335(LocalStateDictConfig)
        1    0.000    0.000    0.000    0.000 source.py:726(UnspecializedNNModuleSource)
        1    0.000    0.000    0.000    0.000 core.py:122(const)
        1    0.000    0.000    0.000    0.000 line.py:2362(Segment2D)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1129(MeijerShiftB)
        1    0.000    0.000    0.000    0.000 rl.py:43(glom)
        1    0.000    0.000    0.000    0.000 quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 libmpf.py:132(h_mask_big)
        1    0.000    0.000    0.000    0.000 coreviews.py:217(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1874(WrapWithSetGradEnabledHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 misc.py:69(NO_SUCH_SUBOBJ)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:41(pretty_use_unicode)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(ClosureFailure)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 exception.py:83(NetworkXUnbounded)
        1    0.000    0.000    0.000    0.000 errors.py:57(SymbolicValueError)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1708(ExecutorchCallDelegateHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1199(SelectiveCheckpointContext)
        1    0.000    0.000    0.000    0.000 autotuner.py:385(Heuristics)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1009(ShiftA)
        1    0.000    0.000    0.000    0.000 diophantine.py:958(GeneralSumOfSquares)
        1    0.000    0.000    0.000    0.000 diophantine.py:1134(GeneralSumOfEvenPowers)
        1    0.000    0.000    0.000    0.000 modules.py:454(FreeModulePolyRing)
